WP_013485812.1	STM_v1_0.STM2257	22.2	176	119	8	33	198	90	257	5.6e-05	45.4
WP_180340116.1	iCN718.ABAYE_RS13825	60.7	183	72	0	1	183	1	183	8.8e-63	237.3
WP_180340116.1	iYS854.USA300HOU_RS12070	52.6	213	97	1	1	209	1	213	9.8e-62	233.8
WP_180340116.1	iHN637.CLJU_RS20110	51.9	214	99	1	1	210	1	214	8.3e-61	230.7
WP_180340116.1	iAF692.Mbar_A0086	54.7	201	86	2	1	197	1	200	1.8e-60	229.6
WP_180340116.1	iCN900.CD630_00910	52.7	201	91	1	1	197	1	201	9.2e-60	227.3
WP_180340116.1	iYO844.BSU01370	53.7	203	90	1	1	199	1	203	3.5e-59	225.3
WP_180340116.1	iJN1463.PP_1506	58.2	184	77	0	1	184	1	184	2.9e-58	222.2
WP_180340116.1	iAF987.Gmet_0647	55.6	196	83	1	1	192	1	196	1.1e-57	220.3
WP_180340116.1	STM_v1_0.STM0488	54.4	204	88	1	1	199	1	204	1.9e-57	219.5
WP_180340116.1	iYL1228.KPN_00456	54.4	204	88	1	1	199	1	204	2.5e-57	219.2
WP_180340116.1	iSF_1195.SF0419	53.9	204	89	1	1	199	1	204	5.6e-57	218.0
WP_180340116.1	iPC815.YPO3118	51.9	206	94	1	1	201	1	206	5.6e-57	218.0
WP_180340116.1	iML1515.b0474	53.9	204	89	1	1	199	1	204	7.3e-57	217.6
WP_180340116.1	iSbBS512_1146.SbBS512_E0406	53.9	204	89	1	1	199	1	204	7.3e-57	217.6
WP_180340116.1	iSSON_1240.SSON_0461	53.9	204	89	1	1	199	1	204	1.2e-56	216.9
WP_180340116.1	iSDY_1059.SDY_0445	53.9	204	89	1	1	199	1	204	1.6e-56	216.5
WP_180340117.1	iSynCJ816.SGL_RS14865	47.0	249	132	0	2	250	5	253	4.1e-67	251.9
WP_180340117.1	iSynCJ816.SGL_RS16015	47.0	253	129	2	2	249	22	274	7.8e-66	247.7
WP_180340124.1	STM_v1_0.STM3356	31.1	441	279	10	1	440	1	417	4.9e-47	186.0
WP_180340125.1	iIB933.WP_150356463	45.3	289	151	2	6	291	3	287	1.2e-70	263.8
WP_180340126.1	iIB600.WP_180340126	100.0	397	0	0	1	397	1	397	7.4e-228	786.6
WP_180340127.1	iML1515.b2371	37.3	375	226	4	6	377	11	379	1.4e-64	244.2
WP_180340128.1	iCN900.CD630_03950	41.2	396	228	3	4	398	3	394	1.9e-82	303.5
WP_180340129.1	iCN900.CD630_03960	57.3	255	109	0	1	255	1	255	2.1e-82	302.8
WP_180340130.1	iCN900.CD630_03980	49.9	373	185	2	4	375	1	372	2.9e-109	392.5
WP_180340133.1	iYO844.BSU30210	30.9	204	133	3	3	205	2	198	3.0e-27	119.4
WP_180340133.1	iAF987.Gmet_1581	34.0	206	130	4	1	205	1	201	3.9e-27	119.0
WP_180340143.1	iJN1463.PP_2667	24.7	231	159	6	21	239	26	253	5.7e-08	55.5
WP_180340144.1	iEK1008.Rv2936	34.5	313	196	4	2	308	6	315	8.1e-44	174.9
WP_180340149.1	iJN1463.PP_3598	32.7	214	125	6	40	239	54	262	1.8e-22	103.6
WP_180340150.1	iYO844.BSU03070	29.7	515	345	5	1	511	1	502	1.7e-67	254.2
WP_180340152.1	iSynCJ816.SGL_RS16080	30.6	124	73	4	13	124	19	141	5.8e-06	48.9
WP_180340157.1	iCN900.CD630_31000	27.3	462	323	5	8	459	10	468	5.3e-44	176.0
WP_180340159.1	iJN1463.PP_3598	36.5	181	101	5	40	206	54	234	1.2e-23	107.5
WP_180340161.1	iYO844.BSU25790	33.5	349	209	5	9	348	4	338	1.9e-49	193.7
WP_180340161.1	iAF987.Gmet_0520	33.8	349	208	5	9	348	9	343	1.9e-46	183.7
WP_180340163.1	iMM904.YDL100C	29.1	309	187	7	13	289	19	327	6.5e-23	106.3
WP_180340164.1	iYO844.BSU26700	51.8	110	53	0	1	110	1	110	1.0e-25	113.2
WP_180340165.1	iYO844.BSU26710	49.3	227	115	0	5	231	21	247	4.6e-60	228.4
WP_180340168.1	iCN900.CD630_18070	31.8	107	61	5	1	99	1	103	1.1e-05	47.8
WP_180340171.1	iSynCJ816.SGL_RS04775	23.3	189	116	5	11	178	8	188	2.8e-05	46.6
WP_180340171.1	iAF987.Gmet_0843	29.6	98	68	1	28	125	23	119	3.6e-05	46.2
WP_180340174.1	iML1515.b3011	38.0	371	220	7	1	367	1	365	2.8e-70	263.1
WP_180340177.1	iCN900.CD630_19470	42.2	218	121	1	3	215	10	227	4.6e-44	175.3
WP_180340177.1	iYO844.BSU30420	39.5	223	126	2	3	216	2	224	1.5e-42	170.2
WP_180340177.1	STM_v1_0.STM0247	36.1	230	140	3	3	226	2	230	4.4e-39	158.7
WP_180340182.1	iIB600.CAB1247426	26.0	546	322	13	1	495	1	515	8.2e-43	172.2
WP_180340188.1	iJN1463.PP_5004	22.5	218	151	7	128	335	31	240	5.2e-04	42.7
WP_180340189.1	iYS854.USA300HOU_RS03755	23.4	128	97	1	22	148	5	132	9.6e-07	50.8
WP_180340191.1	iYL1228.KPN_04156	22.0	268	172	8	82	331	29	277	5.7e-06	49.3
WP_180340192.1	iPC815.YPO3326	67.9	234	67	3	1	229	1	231	1.2e-84	310.1
WP_180340192.1	iSSON_1240.SSON_0067	65.8	231	77	1	1	229	1	231	3.5e-84	308.5
WP_180340192.1	iSbBS512_1146.SbBS512_E0053	65.8	231	77	1	1	229	1	231	4.6e-84	308.1
WP_180340192.1	STM_v1_0.STM0101	65.4	231	78	1	1	229	1	231	6.0e-84	307.8
WP_180340192.1	iML1515.b0061	65.4	231	78	1	1	229	1	231	7.9e-84	307.4
WP_180340192.1	iSDY_1059.SDY_0088	65.4	231	78	1	1	229	1	231	1.0e-83	307.0
WP_180340192.1	iYL1228.KPN_00060	64.5	231	80	1	1	229	1	231	1.3e-83	306.6
WP_180340192.1	iML1515.b3583	64.9	231	79	1	1	229	1	231	1.8e-83	306.2
WP_180340192.1	iSF_1195.SF0056	64.9	231	79	1	1	229	1	231	2.3e-83	305.8
WP_180340192.1	STM_v1_0.STM3677	64.1	231	81	1	1	229	1	231	1.9e-82	302.8
WP_180340192.1	iHN637.CLJU_RS00590	64.2	232	80	2	1	230	1	231	2.8e-81	298.9
