donor	receiver	compound	mass_rate	rate	frequency	community	medium
environment	CH13-bin.12	M_cell5_e	0.02481409565528081	0.029942814748017247	1.0	CD_A	SC1_C
environment	CH15-bin.0	M_cell5_e	0.020866583411817356	0.025179408115609845	0.73	CD_P	SC1_C
environment	CH15-bin.0	M_cell4_e	0.01927903579541756	0.028922487151378923	0.18	CD_P	SC1_C
environment	CH15-bin.0	M_cell3_e	0.01630895423285584	0.03233108005588786	0.1	CD_P	SC1_C
CH13-bin.12	environment	M_ac_e	0.014176352794950074	0.24009851644200467	1.0	CD_A	SC1_C
CH13-bin.4	environment	M_glc__D_e	0.01410251914846992	0.07827974708762502	0.02	CD_A	SC1_C
CH15-bin.0	environment	M_ac_e	0.012775083777946155	0.21636585283062532	0.99	CD_P	SC1_C
environment	CH15-bin.0	M_cellb_e	0.010007396426241726	0.029236123474101698	0.58	CD_P	SC1_C
CH13-bin.12	environment	M_fald_e	0.00825860701627803	0.27504944119170543	1.0	CD_A	SC1_C
environment	CH13-bin.12	M_cell4_e	0.008224054483684455	0.012337759660840554	1.0	CD_A	SC1_C
CH15-bin.8	CH15-bin.7	M_glc__D_e	0.005722391675039674	0.03176364225018886	0.03	CD_P	SC1_C
environment	CH15-bin.7	M_cellb_e	0.0053329219761835125	0.015579872999195759	0.74	CD_P	SC1_C
environment	CH13-bin.11	M_cell4_e	0.004995911225109663	0.0074948861421798305	0.5	CD_A	SC1_C
CH15-bin.0	CH15-bin.7	M_glc__D_e	0.004921515773952727	0.027318169613304556	0.27	CD_P	SC1_C
CH15-bin.23	CH15-bin.17	M_glyc_e	0.004901325188928344	0.05322118487111842	0.01	CD_P	SC1_C
environment	CH13-bin.4	M_cellb_e	0.004857500289223787	0.014190951590449266	1.0	CD_A	SC1_C
CH15-bin.17	CH15-bin.23	M_glyald_e	0.004794041924465143	0.05322118487111842	0.01	CD_P	SC1_C
environment	CH15-bin.1	M_cellb_e	0.004790478265796791	0.013995149998413042	1.0	CD_P	SC1_C
CH15-bin.23	CH15-bin.7	M_glc__D_e	0.0045756218315202764	0.025398194178582918	0.08	CD_P	SC1_C
environment	CH15-bin.8	M_cellb_e	0.003984578325903607	0.011640752396185072	0.22	CD_P	SC1_C
environment	CH15-bin.23	M_cell5_e	0.0039505572245884055	0.004767080967632109	0.8	CD_P	SC1_C
CH13-bin.25	CH13-bin.14	M_glc__D_e	0.0038915129551123306	0.021600867668203842	0.01	CD_A	SC1_C
environment	CH15-bin.23	M_cellb_e	0.003877576151062542	0.011328150730136589	0.37	CD_P	SC1_C
environment	CH13-bin.14	M_cell5_e	0.0037920755548221147	0.004575843400698712	0.88	CD_A	SC1_C
environment	CH13-bin.11	M_cellb_e	0.0037087096051299446	0.01083481530329325	0.49	CD_A	SC1_C
CH15-bin.0	environment	M_ibt_e	0.0031832904619288212	0.036548837696046825	0.01	CD_P	SC1_C
CH13-bin.17	CH13-bin.25	M_glc__D_e	0.0031414920117866867	0.017437678869391023	0.08	CD_A	SC1_C
CH13-bin.14	environment	M_glyc_e	0.003106428141646892	0.03373124207079644	0.01	CD_A	SC1_C
CH15-bin.7	CH15-bin.22	M_glc__D_e	0.0030719144229615788	0.01705147013612458	0.03	CD_P	SC1_C
environment	CH15-bin.23	M_cell4_e	0.002949585601633642	0.00442498019975763	0.24	CD_P	SC1_C
environment	CH13-bin.14	M_cell4_e	0.00291839673972953	0.004378190543508211	0.09	CD_A	SC1_C
CH15-bin.8	CH15-bin.22	M_glc__D_e	0.002904844227574025	0.016124103010922933	0.02	CD_P	SC1_C
CH13-bin.14	environment	M_ac_e	0.002839636602677467	0.048093649008237385	0.98	CD_A	SC1_C
CH13-bin.11	CH13-bin.4	M_cellb_e	0.0028223383500067287	0.008245324655083874	0.11	CD_A	SC1_C
CH13-bin.4	environment	M_ac_e	0.0027585814703800565	0.04672085465865325	1.0	CD_A	SC1_C
environment	CH15-bin.16	M_cellb_e	0.0027275960898655357	0.007968539735437836	0.04	CD_P	SC1_C
CH13-bin.14	CH13-bin.25	M_glc__D_e	0.00270599134571747	0.015020317713027028	0.2	CD_A	SC1_C
environment	CH15-bin.23	M_cell3_e	0.002703003326695236	0.005358468464560279	0.17	CD_P	SC1_C
CH15-bin.1	environment	M_ac_e	0.0026870964999730043	0.045510145840180004	0.97	CD_P	SC1_C
CH15-bin.7	CH15-bin.8	M_glc__D_e	0.0024353770281387004	0.0135182016644447	0.12	CD_P	SC1_C
CH13-bin.25	CH13-bin.11	M_glc__D_e	0.002399143985602606	0.013317080618191885	0.01	CD_A	SC1_C
CH15-bin.23	CH15-bin.8	M_glc__D_e	0.002385104585104856	0.013239151227800307	0.17	CD_P	SC1_C
environment	CH13-bin.25	M_cellb_e	0.0023697685869166207	0.006923164034000497	0.8	CD_A	SC1_C
CH13-bin.11	environment	M_ac_e	0.002275362413163828	0.038536790644991756	0.99	CD_A	SC1_C
CH13-bin.12	CH13-bin.14	M_acald_e	0.0022292193334677948	0.050603811221813	0.21	CD_A	SC1_C
CH15-bin.23	environment	M_co_e	0.0022270414013676985	0.07950851304949637	0.99	CD_P	SC1_C
CH13-bin.12	environment	M_co2_e	0.002211042427787576	0.0502401169699173	1.0	CD_A	SC1_C
CH15-bin.0	environment	M_co2_e	0.0022061665526037846	0.05012932554570681	1.0	CD_P	SC1_C
environment	CH13-bin.14	M_cell3_e	0.0021771173527541537	0.004315945364611619	0.01	CD_A	SC1_C
CH15-bin.16	CH15-bin.8	M_glc__D_e	0.0021759474761344614	0.01207816960321179	0.02	CD_P	SC1_C
CH15-bin.0	CH15-bin.8	M_glc__D_e	0.002156780905854297	0.011971780506464403	0.46	CD_P	SC1_C
CH15-bin.7	CH15-bin.1	M_btd_RR_e	0.0021213359419551252	0.023538857286293312	0.92	CD_P	SC1_C
CH13-bin.25	environment	M_ac_e	0.0020104989941309363	0.034050917946323596	1.0	CD_A	SC1_C
environment	CH13-bin.17	M_cell5_e	0.001967497651385234	0.0023741513094413186	0.91	CD_A	SC1_C
CH13-bin.12	CH13-bin.25	M_acald_e	0.0018581699920853492	0.0421809025634324	0.48	CD_A	SC1_C
CH15-bin.1	environment	M_co_e	0.0018491174704116278	0.06601609670838833	0.71	CD_P	SC1_C
CH15-bin.23	environment	M_ac_e	0.001843033021454829	0.031214622026235213	0.91	CD_P	SC1_C
CH15-bin.17	CH15-bin.6	M_glyc_e	0.001809999091254437	0.019653928792525387	0.01	CD_P	SC1_C
CH15-bin.0	CH15-bin.16	M_glc__D_e	0.0017916146718627243	0.00994482914118991	0.02	CD_P	SC1_C
CH13-bin.11	CH13-bin.17	M_cellb_e	0.0017816656162864602	0.005205049718098801	0.02	CD_A	SC1_C
CH15-bin.6	CH15-bin.17	M_glyald_e	0.001770380701594464	0.019653928792525387	0.01	CD_P	SC1_C
CH13-bin.11	CH13-bin.25	M_cellb_e	0.001758807878125817	0.00513827194426635	0.09	CD_A	SC1_C
environment	CH13-bin.0	M_cell3_e	0.001714280068752347	0.0033984107962843776	1.0	CD_A	SC1_C
CH15-bin.0	CH15-bin.22	M_acald_e	0.001706026634877208	0.0387272120219831	0.78	CD_P	SC1_C
environment	CH13-bin.17	M_cellb_e	0.0016896388865810879	0.004936198088964882	0.16	CD_A	SC1_C
CH15-bin.16	CH15-bin.23	M_glyc_e	0.0016379772248290845	0.01778602425609934	0.56	CD_P	SC1_C
environment	CH13-bin.25	M_cell3_e	0.0016258838085732071	0.003223172916302148	0.09	CD_A	SC1_C
CH15-bin.1	environment	M_isobuta_e	0.0016245573641706066	0.018438920060775424	0.08	CD_P	SC1_C
CH15-bin.22	CH15-bin.1	M_btd_RR_e	0.001616143513705255	0.017933119771786417	0.01	CD_P	SC1_C
CH15-bin.16	CH15-bin.13	M_glc__D_e	0.0016056518874735329	0.008912593724493037	0.03	CD_P	SC1_C
CH15-bin.23	CH15-bin.16	M_glyald_e	0.0016021241571336391	0.01778602425609934	0.56	CD_P	SC1_C
CH15-bin.8	CH15-bin.17	M_glc__D_e	0.0015986013908154595	0.008873458085716329	0.06	CD_P	SC1_C
CH15-bin.22	environment	M_etoh_e	0.0015841571245066028	0.034387215574009894	0.99	CD_P	SC1_C
CH15-bin.7	CH15-bin.22	M_actn__R_e	0.001579993930869288	0.017933119771786417	0.01	CD_P	SC1_C
environment	CH13-bin.17	M_cell4_e	0.0015634378375471894	0.0023454757410215628	0.09	CD_A	SC1_C
environment	CH15-bin.0	M_ascb__L_e	0.0015573241354433101	0.008842212894812114	0.14	CD_P	SC1_C
CH13-bin.17	CH13-bin.14	M_glc__D_e	0.0015402421715809522	0.008549519867741695	0.01	CD_A	SC1_C
environment	CH13-bin.11	M_pydxn_e	0.0015110244064852577	0.008931597284774783	1.0	CD_A	SC1_C
environment	CH15-bin.22	M_cell4_e	0.001491423177003394	0.0022374390572168722	0.92	CD_P	SC1_C
environment	CH13-bin.14	M_cellb_e	0.001465475890955965	0.004281316765263605	0.46	CD_A	SC1_C
CH13-bin.12	CH13-bin.11	M_acald_e	0.0014362461218362435	0.03260312995060981	0.36	CD_A	SC1_C
CH15-bin.0	CH15-bin.7	M_acald_e	0.0014243578950799403	0.03233326436425576	0.47	CD_P	SC1_C
CH15-bin.7	CH15-bin.13	M_glc__D_e	0.0014111934663231173	0.00783320103823209	0.15	CD_P	SC1_C
CH15-bin.7	environment	M_co2_e	0.0014028930119426935	0.03187704954481858	0.94	CD_P	SC1_C
CH13-bin.11	CH13-bin.25	M_acald_e	0.0013971132194527179	0.03171480372131184	0.04	CD_A	SC1_C
CH15-bin.0	CH15-bin.23	M_acald_e	0.0013807252698189332	0.031342793351075836	0.14	CD_P	SC1_C
CH15-bin.22	environment	M_ac_e	0.0013719534916583772	0.023236159732984728	0.97	CD_P	SC1_C
CH15-bin.0	CH15-bin.17	M_glc__D_e	0.0013606295900204205	0.007552532924466436	0.55	CD_P	SC1_C
environment	CH15-bin.16	M_cell5_e	0.0013519921532954122	0.0016314296176367883	0.51	CD_P	SC1_C
environment	CH15-bin.6	M_cell4_e	0.0013483030931795159	0.002022729731012692	0.96	CD_P	SC1_C
environment	CH15-bin.16	M_cell4_e	0.0013251772866906424	0.0019880363029731673	0.6	CD_P	SC1_C
CH15-bin.17	environment	M_ac_e	0.0013240174958842267	0.022424289314971178	0.99	CD_P	SC1_C
CH15-bin.23	CH15-bin.13	M_glc__D_e	0.0013113894613506734	0.0072792126206079515	0.21	CD_P	SC1_C
CH13-bin.11	CH13-bin.14	M_lac__L_e	0.0013067686990505892	0.01467128812516239	0.84	CD_A	SC1_C
CH15-bin.0	CH15-bin.13	M_glc__D_e	0.0013041201545631715	0.00723886241857403	0.55	CD_P	SC1_C
CH15-bin.7	CH15-bin.17	M_glc__D_e	0.0012740961226781298	0.007072206121371492	0.15	CD_P	SC1_C
environment	CH15-bin.7	M_cell3_e	0.0012717277019314013	0.0025210893079583192	0.08	CD_P	SC1_C
CH15-bin.6	environment	M_ac_e	0.0012553502319859542	0.021261302725361208	1.0	CD_P	SC1_C
CH15-bin.7	environment	M_2mpa_e	0.0012502649739344189	0.014354873410355807	0.3	CD_P	SC1_C
CH15-bin.8	CH15-bin.13	M_glc__D_e	0.0012499365397951343	0.006938101993030098	0.06	CD_P	SC1_C
CH13-bin.11	environment	M_co2_e	0.0012424783420604544	0.028232048581793796	0.84	CD_A	SC1_C
CH15-bin.16	CH15-bin.6	M_glyc_e	0.0012393668483103696	0.01345770166526812	0.01	CD_P	SC1_C
CH15-bin.13	environment	M_ac_e	0.001225987236172857	0.02076399486099084	1.0	CD_P	SC1_C
CH15-bin.6	CH15-bin.16	M_glyald_e	0.0012122388132935222	0.01345770166526812	0.01	CD_P	SC1_C
CH13-bin.4	environment	M_co2_e	0.0012107386795949823	0.027510848330360087	0.8	CD_A	SC1_C
CH15-bin.8	environment	M_ac_e	0.0011909099059204077	0.020169905882240297	1.0	CD_P	SC1_C
